query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
query_1,TRUE,0.0497876556486647,1,1,1,1,1,HP:0010518,HP,Thyroglossal cyst,4671,6995,HP:0011772
